state,lat,long,value
SC,34.7028,-79.8822,-12.04883117
SC,34.6603,-82.8233,-16.53818182
SC,33.9917,-81.0247,0
SC,33.8314,-79.0558,-10.39699896
SC,34.3011,-79.8767,-8.166233766
SC,33.3619,-79.2239,0
SC,34.1997,-82.1711,0
SC,34.4989,-82.0219,0
SC,34.1994,-81.4144,0
SC,34.2917,-81.6208,-7.989904816
SC,33.4889,-80.8742,-17.4861167
SC,33.9919,-81.7714,-8.267012987
SC,34.635,-81.5206,-7.736103896
SC,33.0367,-80.2325,-13.82246579
SC,33.935,-80.3478,0
SC,34.7544,-83.075,-8.958961039
SC,34.3706,-81.0825,-12.48311688
SC,34.9378,-81.0375,-9.031688312
SC,32.7019,-80.8517,0
SD,43.4894,-99.0628,0
SD,43.6514,-97.7981,-5.954285714
SD,43.3111,-96.5878,0
SD,44.8817,-97.7325,0
SD,43.9611,-101.8606,-5.532928564
SD,45.0469,-101.6022,-13.04415584
SD,45.7656,-99.6222,-10.50077922
SD,45.0325,-99.1225,-12.27116883
SD,44.0683,-98.0833,-6.304287105
SD,44.0569,-99.0719,-8.6534004
SD,44.5139,-99.4422,-10.82285714
SD,43.4378,-103.4739,-6.614054054
SD,44.0122,-97.5317,-6.484155844
SD,43.9025,-99.8581,-13.87948052
SD,45.155,-98.5825,0
SD,43.2358,-97.5714,-10.39168831
SD,45.2836,-96.6689,0
SD,43.8878,-100.7075,-9.158441558
SD,44.1206,-103.2842,0
SD,42.7625,-96.9194,0
SD,43.4989,-100.4814,0
TN,36.5472,-87.3353,-9.587532468
TN,34.9939,-84.3758,-8.302108866
TN,35.5497,-89.7,0
TN,36.0147,-85.1314,-12.91948052
TN,36.075,-87.3958,0
TN,36.4819,-87.8628,-15.97090909
TN,35.6214,-88.8456,0
TN,35.4139,-86.8086,0
TN,35.6722,-85.7811,-7.80987013
TN,35.9203,-86.3728,0
TN,35.9833,-83.2008,-12.34597403
TN,36.4161,-82.9839,-8.054025974
TN,35.3453,-86.2089,0
TN,36.3925,-89.0317,-7.897142857
TN,35.3042,-87.7592,-16.64
TX,32.7047,-99.3011,-13.44207792
TX,30.3764,-103.66,0
TX,31.7414,-99.9764,-14.06025974
TX,30.9839,-103.7408,0
TX,28.4575,-97.7061,-7.61974026
TX,30.095,-98.4142,-8.950141923
TX,29.7986,-98.7353,0
TX,30.1592,-96.3972,-7.675844156
TX,31.7228,-99.0142,0
TX,33.6164,-95.0717,0
TX,32.1225,-96.4867,0
TX,33.6608,-101.2778,-9.777662338
TX,29.0567,-96.2319,4.894545455
TX,32.0628,-98.3047,0
TX,28.7569,-100.4792,-15.34076286
TX,27.9775,-99.3847,-14.71813894
TX,27.1353,-98.1203,0
TX,29.6339,-97.0644,-10.49160718
TX,30.9072,-102.9153,-21.28438002
TX,33.1678,-96.0983,-14.12675325
TX,29.4706,-96.9397,-14.23643974
TX,33.1644,-99.7389,-9.303783784
TX,31.0717,-98.1847,-15.58531469
TX,30.0592,-94.795,-17.42897692
TX,30.7425,-98.6542,0
TX,29.6756,-97.6578,0
TX,32.4892,-94.3289,0
TX,31.1331,-102.2217,-8.459098847
TX,35.6936,-100.6392,-12.11221508
TX,34.2192,-102.7328,0
TX,29.6597,-98.1636,0
TX,33.6744,-95.5586,-12.46763467
TX,34.1892,-101.7022,-14.85506494
TX,34.2761,-99.7578,-17.21115389
TX,26.3769,-98.8117,-15.85264852
TX,32.7131,-102.6597,-11.03140585
TX,32.71,-100.9111,-14.08623377
TX,36.4414,-102.0775,-8.592706926
TX,32.7483,-97.77,0
UT,37.4403,-112.4819,-15.03064935
UT,37.6133,-109.4847,-26.00789878
UT,37.2825,-109.5575,-9.394285714
UT,39.2875,-112.6514,-13.02961039
UT,40.1703,-110.3978,-22.47826245
UT,37.7686,-111.5978,-19.55512096
UT,38.9603,-112.3239,-14.35661842
UT,40.2842,-109.8611,-16.86025974
UT,38.9906,-110.1544,-22.91104617
UT,40.4917,-111.4261,-25.67657343
UT,37.0286,-112.5361,-14.2638961
UT,41.8253,-111.3206,-18.95688312
UT,39.5608,-111.8653,-11.63504007
UT,41.7456,-111.8033,-8.958961039
UT,39.2583,-111.6308,-14.64311688
UT,38.4492,-112.2239,0
UT,38.5744,-109.5458,-10.28155844
UT,41.0367,-111.6711,-17.12605991
UT,39.7119,-111.8319,-9.874285714
UT,41.2439,-111.9467,-22.09005376
UT,37.8247,-112.4308,-10.0175728
UT,37.8831,-112.7711,0
UT,38.7617,-112.0778,-16.04363636
UT,37.1189,-113.6067,-31.95527401
UT,39.2453,-112.1067,-14.54098915
UT,40.5453,-111.5042,-10.56727092
UT,40.08,-111.6047,-11.87116883
UT,40.5353,-112.3217,-8.178701299
UT,40.3603,-111.8972,-19.46655297
UT,40.44,-109.5356,-24.78337662
UT,41.5147,-111.1594,0
UT,37.2092,-112.9814,0
VT,43.3847,-72.5989,-11.22429809
VT,43.9572,-73.2106,0
VT,44.9094,-72.8083,-12.95068409
VT,44.42,-72.0194,-9.350649351
VA,37.2039,-80.4144,-14.97289581
VA,37.0908,-81.3364,0
VA,38.0328,-78.5225,-7.295584416
VA,38.4547,-78.9353,0
VA,36.5628,-79.3633,-8.339487086
VA,37.2861,-78.4053,-15.34406516
VA,37.2992,-77.2775,-16.87064935
VA,37.9994,-79.8322,0
VA,37.7767,-79.4386,0
VA,39.1422,-77.7094,0
VA,36.7586,-83.0106,-8.281189907
VA,38.2253,-78.1189,-12.35324675
VA,36.9769,-79.8961,-8.499519141
VA,38.1814,-79.0903,-8.311688312
VA,37.3017,-76.7039,-21.57929162
VA,38.9031,-78.4792,0
WA,46.9658,-123.8292,-16.2572973
WA,48.9947,-122.7619,-15.52474851
WA,47.1694,-122.0036,-11.50961538
WA,47.4144,-121.7561,-13.64675325
WA,46.72,-122.9528,-6.747426879
WA,48.9672,-122.3292,-17.74545455
WA,47.1889,-120.9131,-9.872101797
WA,48.5558,-119.7492,-23.294278
WA,47.6636,-118.1614,0
WA,46.3153,-118.0022,0
WA,46.9692,-120.54,0
WA,47.9753,-122.195,-8.22961039
WA,47.9558,-124.3539,-5.149090909
WA,46.2111,-119.1011,-11.96883117
WA,46.1372,-122.9781,-11.23689496
WA,47.1356,-122.2561,-15.33194805
WA,48.8994,-117.8289,-7.792102779
WA,47.3331,-118.6961,-9.873246753
WA,48.6117,-122.8064,-12.19620567
WA,46.4672,-117.5883,0
WA,48.1139,-123.4317,-16.71831064
WA,48.1161,-122.7586,-34.07656271
WA,46.7603,-117.1861,-6.466361405
WA,47.1175,-118.3714,-9.792207792
WA,47.0933,-117.5878,0
WA,48.4958,-122.2355,-11.32987013
WA,47.5414,-121.8361,-15.8631412
WA,48.3508,-120.7264,-9.094312209
WA,46.3236,-120.0103,-12.08258011
WA,45.6775,-122.6514,13.85246753
WA,47.6497,-120.08,-10.12868995
WA,47.4289,-120.31,-16.70857143
WA,47.7681,-118.7239,0
WA,48.4742,-120.1886,-17.64467532
WV,38.9803,-80.22,-7.107685086
WV,38.9339,-80.8317,-10.23061454
WV,37.8567,-80.4042,0
WV,39.0736,-79.6339,0
WV,37.5742,-81.5356,-12.32882718
WV,38.8008,-81.3583,0
WV,38.5278,-81.9153,-9.864935065
WI,46.5831,-90.9678,-12.31034483
WI,42.6181,-89.3867,-7.075324675
WI,42.6783,-90.1061,0
WI,43.7953,-88.4533,-9.638441558
WI,44.1186,-89.5358,-14.89766234
WI,42.8278,-90.7889,0
WI,44.0869,-87.6522,-7.514805195
WI,44.6411,-90.1333,-7.229090909
WI,45.1308,-90.3439,0
WI,43.0722,-88.0294,-8.920187793
WI,45.8864,-89.7322,0
WI,44.5378,-90.535,-11.16779221
WI,44.3586,-88.7189,-7.720181729
WI,44.8919,-87.955,0
WI,44.0206,-88.5578,-8.267012987
WI,43.5306,-89.4369,-7.209350649
WI,43.0514,-91.135,0
WI,42.7028,-87.7858,-6.946039514
WI,45.8236,-91.8761,-7.654025974
WI,44.9528,-90.9269,0
WI,43.5594,-90.8761,0
WI,43.1742,-88.7364,0
WY,43.7728,-111.0339,-16.43324675
WY,44.3797,-108.035,-8.374054054
WY,41.7594,-104.8222,-6.572904091
WY,44.5022,-109.1111,-11.98768896
WY,44.8694,-104.1553,-13.75386451
WY,43.2281,-108.9492,0
WY,43.5397,-109.6553,-10.32653514
WY,41.2625,-110.9456,-28.2143718
WY,41.5167,-109.4703,-10.04628641
WY,44.5622,-110.3986,-22.77835588
WY,43.4131,-106.2772,0
WY,43.8567,-110.5889,-11.79636364
WY,43.8497,-104.1886,0
WY,43.2458,-108.6942,0
WY,42.875,-109.8622,-11.88726117
WY,43.0306,-108.3744,-9.68
WY,41.4528,-106.8053,-9.989713618
WY,44.8406,-106.8383,-6.375064935
WY,42.0803,-104.2236,0
WY,42.1106,-104.9492,-5.877863252
WY,44.0114,-107.9683,0
WY,44.9767,-110.6964,-10.42909091
GA,32.1314,-81.2022,-12.65350649
SC,34.8833,-82.2197,-29.43141195
OK,36.7664,-96.0131,0
NY,42.1997,-75.9847,-9.285449833
FL,26.585,-81.8614,-17.31220779
FL,24.5569,-81.7553,0
TX,29.5442,-98.4839,-12.21090909
TX,27.7839,-97.5114,0
LA,29.9167,-90.1303,-16.86184351
NJ,39.3778,-74.4236,-13.55894295
WV,39.4039,-77.975,-14.13298701
VA,36.9036,-76.1928,-10.04155844
SC,32.775,-79.9239,-16.57662338
AL,34.7439,-87.5997,-8.771204241
FL,30.4761,-87.1858,-6.882077922
LA,30.5378,-91.1469,-5.352727273
LA,30.1986,-91.9894,-10.26493506
KS,37.155,-98.0283,0
NY,42.9489,-78.7367,-8.775064935
NY,42.7472,-73.7992,-15.98337662
PA,40.6497,-75.4478,-9.566753247
VT,44.4683,-73.15,-15.70701299
NY,44.5772,-75.1097,0
NY,41.6258,-73.8817,-14.23121675
ME,43.6425,-70.3045,-17.75584416
RI,41.7225,-71.4325,-13.81506494
NY,43.1172,-77.6753,-9.634285714
NY,43.1111,-76.1039,-8.212987013
PA,41.2431,-76.9217,-7.110649351
MI,42.6083,-82.8183,-9.029363853
PA,42.0803,-80.1822,-9.615584416
MN,44.8853,-93.2314,-14.36779221
ND,48.9711,-97.2417,-11.4961039
SD,45.4558,-98.4133,-10.18701299
SD,44.9044,-97.1494,-10.06337662
NM,33.3072,-104.5081,0
TX,31.8122,-106.3775,-18.24
NM,36.4483,-103.1536,-16.94541102
UT,38.3706,-110.7153,-9.862025428
CA,34.7678,-114.6183,-27.51168831
NV,39.5078,-119.7683,-45.07948052
WY,41.1519,-104.8061,-9.554285714
WY,41.3164,-105.6728,-7.578181818
SD,44.3819,-100.2864,-14.96415584
WY,41.5947,-109.0528,-12.04812163
MT,46.4264,-105.8833,-11.24051948
NV,40.6117,-116.8917,-26.67675676
NV,40.8239,-115.7864,-15.9812987
NV,40.9017,-117.8081,-13.68415584
OR,44.8431,-117.81,0
MT,48.6036,-112.3767,-11.25506494
MT,47.4733,-111.3828,-7.69038961
MT,46.6044,-111.9892,-16.07508184
ID,46.3744,-117.0153,-15.52103896
ID,42.1492,-112.2872,-20.53389141
WA,47.6217,-117.5281,-11.30701299
WA,46.0944,-118.2858,-10.78933808
UT,40.7206,-114.0358,0
CA,40.8097,-124.1603,12.78545455
OR,43.4133,-124.2436,-10.98597403
OR,44.6431,-124.0556,-28.73421072
CA,36.78,-119.7203,-28.60779221
NC,35.2325,-75.6222,-25.97126666
FL,30.3975,-84.3289,0
AL,33.2122,-87.6156,-11.0564227
KY,36.9647,-86.4239,-11.84935065
OK,34.9892,-99.0528,-11.59064935
MT,48.2064,-106.6247,-12.75116883
OR,46.1569,-123.8833,-13.68356808
NY,40.7789,-73.9692,-11.64051948
MN,46.8997,-95.0669,-7.293506494
